File Name	File Extension	File Size (KB)	Creation Date	File Path
cemre.sıcaklığı	.opus	3.25	2024-12-22 16:07:20	C:\Users\ibrah\OneDrive\Desktop\Software\cemre\türkçe\cemre.sıcaklığı.opus
cemre.ısıtmayı	.opus	3.05	2024-12-22 16:07:12	C:\Users\ibrah\OneDrive\Desktop\Software\cemre\türkçe\cemre.ısıtmayı.opus
cemre.ışığı	.opus	4.0	2024-12-22 16:06:14	C:\Users\ibrah\OneDrive\Desktop\Software\cemre\türkçe\cemre.ışığı.opus
gülsüm.Air Conditioning	.opus	4.77	2024-12-20 13:56:20	C:\Users\ibrah\OneDrive\Desktop\Software\gülsüm\ingilizce\gülsüm.Air Conditioning.opus
gülsüm.brightness	.opus	4.88	2024-12-20 13:55:59	C:\Users\ibrah\OneDrive\Desktop\Software\gülsüm\ingilizce\gülsüm.brightness.opus
gülsüm.heating	.opus	3.95	2024-12-20 13:56:51	C:\Users\ibrah\OneDrive\Desktop\Software\gülsüm\ingilizce\gülsüm.heating.opus
gülsüm.light	.opus	3.91	2024-12-20 13:54:56	C:\Users\ibrah\OneDrive\Desktop\Software\gülsüm\ingilizce\gülsüm.light.opus
gülsüm.multimedia	.opus	4.87	2024-12-20 13:55:26	C:\Users\ibrah\OneDrive\Desktop\Software\gülsüm\ingilizce\gülsüm.multimedia.opus
gülsüm.temperature	.opus	4.88	2024-12-20 13:57:06	C:\Users\ibrah\OneDrive\Desktop\Software\gülsüm\ingilizce\gülsüm.temperature.opus
gülsüm.the alarm	.opus	3.52	2024-12-20 13:55:11	C:\Users\ibrah\OneDrive\Desktop\Software\gülsüm\ingilizce\gülsüm.the alarm.opus
gülsüm.the fan	.opus	3.77	2024-12-20 13:56:38	C:\Users\ibrah\OneDrive\Desktop\Software\gülsüm\ingilizce\gülsüm.the fan.opus
gülsüm.the lighting	.opus	4.09	2024-12-20 13:55:40	C:\Users\ibrah\OneDrive\Desktop\Software\gülsüm\ingilizce\gülsüm.the lighting.opus
gülsüm.the room	.opus	3.68	2024-12-20 13:56:29	C:\Users\ibrah\OneDrive\Desktop\Software\gülsüm\ingilizce\gülsüm.the room.opus
gülsüm.alarmı	.opus	4.82	2024-12-20 13:51:53	C:\Users\ibrah\OneDrive\Desktop\Software\gülsüm\türkçe\gülsüm.alarmı.opus
gülsüm.aydınlatmayı	.opus	5.78	2024-12-20 13:52:31	C:\Users\ibrah\OneDrive\Desktop\Software\gülsüm\türkçe\gülsüm.aydınlatmayı.opus
gülsüm.fanı	.opus	3.37	2024-12-20 13:53:27	C:\Users\ibrah\OneDrive\Desktop\Software\gülsüm\türkçe\gülsüm.fanı.opus
gülsüm.iklimlendirmeyi	.opus	5.72	2024-12-20 13:53:03	C:\Users\ibrah\OneDrive\Desktop\Software\gülsüm\türkçe\gülsüm.iklimlendirmeyi.opus
gülsüm.multimedyayı	.opus	5.02	2024-12-20 13:52:05	C:\Users\ibrah\OneDrive\Desktop\Software\gülsüm\türkçe\gülsüm.multimedyayı.opus
gülsüm.odayı	.opus	4.33	2024-12-20 13:53:14	C:\Users\ibrah\OneDrive\Desktop\Software\gülsüm\türkçe\gülsüm.odayı.opus
gülsüm.parlaklığı	.opus	4.2	2024-12-20 13:52:46	C:\Users\ibrah\OneDrive\Desktop\Software\gülsüm\türkçe\gülsüm.parlaklığı.opus
gülsüm.sıcaklığı	.opus	4.61	2024-12-20 13:54:19	C:\Users\ibrah\OneDrive\Desktop\Software\gülsüm\türkçe\gülsüm.sıcaklığı.opus
gülsüm.ısıtmayı	.opus	4.32	2024-12-20 13:53:58	C:\Users\ibrah\OneDrive\Desktop\Software\gülsüm\türkçe\gülsüm.ısıtmayı.opus
gülsüm.ışığı	.opus	4.32	2024-12-20 13:51:29	C:\Users\ibrah\OneDrive\Desktop\Software\gülsüm\türkçe\gülsüm.ışığı.opus
melikan.Air conditioning	.wav	430.04	2025-01-03 19:37:07	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.Air conditioning.wav
melikan.alarmı	.wav	430.04	2025-01-03 19:21:05	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.alarmı.wav
melikan.Apple	.wav	430.04	2025-01-02 17:53:46	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.Apple.wav
melikan.aydınlatmayı	.wav	430.04	2025-01-03 19:22:15	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.aydınlatmayı.wav
melikan.brightness	.wav	430.04	2025-01-03 19:31:03	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.brightness.wav
melikan.fanı	.wav	430.04	2025-01-03 19:25:13	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.fanı.wav
melikan.heating	.wav	430.04	2025-01-03 19:42:57	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.heating.wav
melikan.hiking	.wav	430.04	2025-01-03 19:28:38	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.hiking.wav
melikan.iklimlendirme	.wav	430.04	2025-01-03 19:22:34	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.iklimlendirme.wav
melikan.Light	.wav	430.04	2025-01-03 19:26:03	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.Light.wav
melikan.Merhaba	.wav	430.04	2025-01-05 21:52:21	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.Merhaba.wav
melikan.multimedia	.wav	430.04	2025-01-03 19:28:07	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.multimedia.wav
melikan.multimedya	.wav	430.04	2025-01-03 19:22:04	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.multimedya.wav
melikan.odayı	.wav	430.04	2025-01-02 17:49:27	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.odayı.wav
melikan.parlaklığı	.wav	430.04	2025-01-03 19:22:24	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.parlaklığı.wav
melikan.sıcaklığı	.wav	430.04	2025-01-03 19:25:35	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.sıcaklığı.wav
melikan.Temperature	.wav	430.04	2025-01-03 19:43:32	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.Temperature.wav
melikan.the alarm	.wav	430.04	2025-01-03 19:27:18	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.the alarm.wav
melikan.the fan	.wav	430.04	2025-01-03 19:41:57	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.the fan.wav
melikan.the lighting	.wav	430.04	2025-01-03 19:30:40	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.the lighting.wav
melikan.The Room	.wav	430.04	2025-01-03 19:41:19	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.The Room.wav
melikan.ısıtmayı	.wav	430.04	2025-01-03 19:25:26	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.ısıtmayı.wav
melikan.ışığı	.wav	430.04	2025-01-03 19:20:19	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\melikan.ışığı.wav
recorded_audio_20250103_192245	.wav	430.04	2025-01-03 19:22:50	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\recorded_audio_20250103_192245.wav
recorded_audio_20250103_192737	.wav	430.04	2025-01-03 19:27:42	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\recorded_audio_20250103_192737.wav
recorded_audio_20250103_194449	.wav	430.04	2025-01-03 19:44:54	C:\Users\ibrah\OneDrive\Desktop\Software\melikan\recorded_audio_20250103_194449.wav
Mert.Air conditioning	.wav	430.04	2025-01-03 18:38:11	C:\Users\ibrah\OneDrive\Desktop\Software\Mert\Mert.Air conditioning.wav
Mert.alarmı	.wav	430.04	2025-01-03 19:14:03	C:\Users\ibrah\OneDrive\Desktop\Software\Mert\Mert.alarmı.wav
Mert.aydınlatmayı	.wav	430.04	2025-01-03 19:17:02	C:\Users\ibrah\OneDrive\Desktop\Software\Mert\Mert.aydınlatmayı.wav
Mert.brightness	.wav	430.04	2025-01-03 19:12:39	C:\Users\ibrah\OneDrive\Desktop\Software\Mert\Mert.brightness.wav
Mert.fanı	.wav	430.04	2025-01-03 19:18:23	C:\Users\ibrah\OneDrive\Desktop\Software\Mert\Mert.fanı.wav
Mert.heating	.wav	430.04	2025-01-03 19:12:16	C:\Users\ibrah\OneDrive\Desktop\Software\Mert\Mert.heating.wav
Mert.iklimlendirmeyi	.wav	430.04	2025-01-03 19:17:55	C:\Users\ibrah\OneDrive\Desktop\Software\Mert\Mert.iklimlendirmeyi.wav
Mert.Light	.wav	430.04	2025-01-03 19:12:55	C:\Users\ibrah\OneDrive\Desktop\Software\Mert\Mert.Light.wav
Mert.multimedia	.wav	430.04	2025-01-03 19:15:18	C:\Users\ibrah\OneDrive\Desktop\Software\Mert\Mert.multimedia.wav
Mert.multimedya	.wav	430.04	2025-01-03 19:16:14	C:\Users\ibrah\OneDrive\Desktop\Software\Mert\Mert.multimedya.wav
Mert.odayı	.wav	430.04	2025-01-03 19:13:44	C:\Users\ibrah\OneDrive\Desktop\Software\Mert\Mert.odayı.wav
Mert.parlaklığı	.wav	430.04	2025-01-03 19:17:46	C:\Users\ibrah\OneDrive\Desktop\Software\Mert\Mert.parlaklığı.wav
Mert.sıcaklığı	.wav	430.04	2025-01-03 19:18:48	C:\Users\ibrah\OneDrive\Desktop\Software\Mert\Mert.sıcaklığı.wav
Mert.Temperature	.wav	430.04	2025-01-03 18:37:59	C:\Users\ibrah\OneDrive\Desktop\Software\Mert\Mert.Temperature.wav
Mert.the alarm	.wav	430.04	2025-01-03 19:10:00	C:\Users\ibrah\OneDrive\Desktop\Software\Mert\Mert.the alarm.wav
Mert.the fan	.wav	430.04	2025-01-03 19:10:32	C:\Users\ibrah\OneDrive\Desktop\Software\Mert\Mert.the fan.wav
Mert.the lighting	.wav	430.04	2025-01-03 19:11:21	C:\Users\ibrah\OneDrive\Desktop\Software\Mert\Mert.the lighting.wav
Mert.The Room	.wav	430.04	2025-01-03 19:11:57	C:\Users\ibrah\OneDrive\Desktop\Software\Mert\Mert.The Room.wav
Mert.ısıtmayı	.wav	430.04	2025-01-03 19:18:39	C:\Users\ibrah\OneDrive\Desktop\Software\Mert\Mert.ısıtmayı.wav
Mert.ışığı	.wav	430.04	2025-01-03 19:13:54	C:\Users\ibrah\OneDrive\Desktop\Software\Mert\Mert.ışığı.wav
Mervee.Air conditioning	.wav	430.04	2025-01-03 19:54:28	C:\Users\ibrah\OneDrive\Desktop\Software\Mervee\Mervee.Air conditioning.wav
Mervee.alarmı	.wav	430.04	2025-01-03 19:45:34	C:\Users\ibrah\OneDrive\Desktop\Software\Mervee\Mervee.alarmı.wav
Mervee.aydınlatmayı	.wav	430.04	2025-01-03 19:46:40	C:\Users\ibrah\OneDrive\Desktop\Software\Mervee\Mervee.aydınlatmayı.wav
Mervee.brightness	.wav	430.04	2025-01-03 19:57:50	C:\Users\ibrah\OneDrive\Desktop\Software\Mervee\Mervee.brightness.wav
Mervee.fanı	.wav	430.04	2025-01-03 19:46:52	C:\Users\ibrah\OneDrive\Desktop\Software\Mervee\Mervee.fanı.wav
Mervee.heating	.wav	430.04	2025-01-03 19:58:11	C:\Users\ibrah\OneDrive\Desktop\Software\Mervee\Mervee.heating.wav
Mervee.iklimlendirmeyi	.wav	430.04	2025-01-03 19:49:53	C:\Users\ibrah\OneDrive\Desktop\Software\Mervee\Mervee.iklimlendirmeyi.wav
Mervee.Light	.wav	430.04	2025-01-03 19:58:38	C:\Users\ibrah\OneDrive\Desktop\Software\Mervee\Mervee.Light.wav
Mervee.multimedia	.wav	430.04	2025-01-03 19:59:00	C:\Users\ibrah\OneDrive\Desktop\Software\Mervee\Mervee.multimedia.wav
Mervee.multimedyayı	.wav	430.04	2025-01-03 19:50:54	C:\Users\ibrah\OneDrive\Desktop\Software\Mervee\Mervee.multimedyayı.wav
Mervee.odayı	.wav	430.04	2025-01-03 19:51:22	C:\Users\ibrah\OneDrive\Desktop\Software\Mervee\Mervee.odayı.wav
Mervee.parlaklığı	.wav	430.04	2025-01-03 19:52:18	C:\Users\ibrah\OneDrive\Desktop\Software\Mervee\Mervee.parlaklığı.wav
Mervee.sıcaklığı	.wav	430.04	2025-01-03 19:52:28	C:\Users\ibrah\OneDrive\Desktop\Software\Mervee\Mervee.sıcaklığı.wav
Mervee.Temperature	.wav	430.04	2025-01-03 19:59:59	C:\Users\ibrah\OneDrive\Desktop\Software\Mervee\Mervee.Temperature.wav
Mervee.the alarm	.wav	430.04	2025-01-03 20:00:21	C:\Users\ibrah\OneDrive\Desktop\Software\Mervee\Mervee.the alarm.wav
Mervee.the fan	.wav	430.04	2025-01-03 20:00:36	C:\Users\ibrah\OneDrive\Desktop\Software\Mervee\Mervee.the fan.wav
Mervee.the lighting	.wav	430.04	2025-01-03 20:01:45	C:\Users\ibrah\OneDrive\Desktop\Software\Mervee\Mervee.the lighting.wav
Mervee.The Room	.wav	430.04	2025-01-03 20:02:11	C:\Users\ibrah\OneDrive\Desktop\Software\Mervee\Mervee.The Room.wav
Mervee.ısıtmayı	.wav	430.04	2025-01-03 19:50:33	C:\Users\ibrah\OneDrive\Desktop\Software\Mervee\Mervee.ısıtmayı.wav
Mervee.ışığı	.wav	430.04	2025-01-03 19:50:44	C:\Users\ibrah\OneDrive\Desktop\Software\Mervee\Mervee.ışığı.wav
sami.Air Conditioning	.opus	4.14	2024-12-19 19:09:27	C:\Users\ibrah\OneDrive\Desktop\Software\sami\ingilizce\sami.Air Conditioning.opus
sami.brightness	.opus	3.55	2024-12-19 19:09:06	C:\Users\ibrah\OneDrive\Desktop\Software\sami\ingilizce\sami.brightness.opus
sami.heating	.opus	4.5	2024-12-19 19:09:56	C:\Users\ibrah\OneDrive\Desktop\Software\sami\ingilizce\sami.heating.opus
sami.light	.opus	3.05	2024-12-19 19:08:14	C:\Users\ibrah\OneDrive\Desktop\Software\sami\ingilizce\sami.light.opus
sami.multimedia	.opus	3.49	2024-12-19 19:08:26	C:\Users\ibrah\OneDrive\Desktop\Software\sami\ingilizce\sami.multimedia.opus
sami.temperatures	.opus	3.69	2024-12-19 19:10:03	C:\Users\ibrah\OneDrive\Desktop\Software\sami\ingilizce\sami.temperatures.opus
sami.the alarm	.opus	3.64	2024-12-19 19:08:19	C:\Users\ibrah\OneDrive\Desktop\Software\sami\ingilizce\sami.the alarm.opus
sami.the fan	.opus	4.02	2024-12-19 19:09:51	C:\Users\ibrah\OneDrive\Desktop\Software\sami\ingilizce\sami.the fan.opus
sami.the lighting	.opus	3.3	2024-12-19 19:08:48	C:\Users\ibrah\OneDrive\Desktop\Software\sami\ingilizce\sami.the lighting.opus
sami.the room	.opus	2.79	2024-12-19 19:09:41	C:\Users\ibrah\OneDrive\Desktop\Software\sami\ingilizce\sami.the room.opus
sami.alarmı	.opus	3.76	2024-12-19 19:04:50	C:\Users\ibrah\OneDrive\Desktop\Software\sami\türkçe\sami.alarmı.opus
sami.aydınlatmayı	.opus	3.85	2024-12-19 19:05:07	C:\Users\ibrah\OneDrive\Desktop\Software\sami\türkçe\sami.aydınlatmayı.opus
sami.Fanı	.opus	2.79	2024-12-19 19:05:49	C:\Users\ibrah\OneDrive\Desktop\Software\sami\türkçe\sami.Fanı.opus
sami.iklimlendirmeyi	.opus	4.41	2024-12-19 19:05:37	C:\Users\ibrah\OneDrive\Desktop\Software\sami\türkçe\sami.iklimlendirmeyi.opus
sami.multimedyayı	.opus	3.66	2024-12-19 19:04:59	C:\Users\ibrah\OneDrive\Desktop\Software\sami\türkçe\sami.multimedyayı.opus
sami.odayı	.opus	2.64	2024-12-19 19:05:43	C:\Users\ibrah\OneDrive\Desktop\Software\sami\türkçe\sami.odayı.opus
sami.parlaklığı	.opus	3.34	2024-12-19 19:05:26	C:\Users\ibrah\OneDrive\Desktop\Software\sami\türkçe\sami.parlaklığı.opus
sami.sıcaklığı	.opus	3.65	2024-12-19 19:06:03	C:\Users\ibrah\OneDrive\Desktop\Software\sami\türkçe\sami.sıcaklığı.opus
sami.ısıtmayı	.opus	3.71	2024-12-19 19:05:55	C:\Users\ibrah\OneDrive\Desktop\Software\sami\türkçe\sami.ısıtmayı.opus
sami.ışığı	.opus	3.35	2024-12-19 19:04:43	C:\Users\ibrah\OneDrive\Desktop\Software\sami\türkçe\sami.ışığı.opus
sude.Air Conditioning	.opus	3.7	2024-12-20 14:04:50	C:\Users\ibrah\OneDrive\Desktop\Software\sude\ingilizce\sude.Air Conditioning.opus
sude.brightness	.opus	2.89	2024-12-20 14:04:39	C:\Users\ibrah\OneDrive\Desktop\Software\sude\ingilizce\sude.brightness.opus
sude.heating	.opus	2.34	2024-12-20 14:05:54	C:\Users\ibrah\OneDrive\Desktop\Software\sude\ingilizce\sude.heating.opus
sude.light	.opus	2.46	2024-12-20 14:03:41	C:\Users\ibrah\OneDrive\Desktop\Software\sude\ingilizce\sude.light.opus
sude.multimedia	.opus	3.04	2024-12-20 14:04:13	C:\Users\ibrah\OneDrive\Desktop\Software\sude\ingilizce\sude.multimedia.opus
sude.temperature	.opus	2.94	2024-12-20 14:06:01	C:\Users\ibrah\OneDrive\Desktop\Software\sude\ingilizce\sude.temperature.opus
sude.the alarm	.opus	2.4	2024-12-20 14:04:04	C:\Users\ibrah\OneDrive\Desktop\Software\sude\ingilizce\sude.the alarm.opus
sude.the fan	.opus	2.06	2024-12-20 14:05:13	C:\Users\ibrah\OneDrive\Desktop\Software\sude\ingilizce\sude.the fan.opus
sude.the lighting	.opus	2.77	2024-12-20 14:04:29	C:\Users\ibrah\OneDrive\Desktop\Software\sude\ingilizce\sude.the lighting.opus
sude.the room	.opus	2.17	2024-12-20 14:04:56	C:\Users\ibrah\OneDrive\Desktop\Software\sude\ingilizce\sude.the room.opus
sude.alarmı	.opus	2.94	2024-12-20 14:01:58	C:\Users\ibrah\OneDrive\Desktop\Software\sude\türkçe\sude.alarmı.opus
sude.aydınlatmayı	.opus	2.9	2024-12-20 14:02:19	C:\Users\ibrah\OneDrive\Desktop\Software\sude\türkçe\sude.aydınlatmayı.opus
sude.fanı	.opus	2.24	2024-12-20 14:02:58	C:\Users\ibrah\OneDrive\Desktop\Software\sude\türkçe\sude.fanı.opus
sude.iklimlendirmeyi	.opus	3.67	2024-12-20 14:02:45	C:\Users\ibrah\OneDrive\Desktop\Software\sude\türkçe\sude.iklimlendirmeyi.opus
sude.mulimediayı	.opus	3.3	2024-12-20 14:02:08	C:\Users\ibrah\OneDrive\Desktop\Software\sude\türkçe\sude.mulimediayı.opus
sude.odayı	.opus	2.35	2024-12-20 14:02:53	C:\Users\ibrah\OneDrive\Desktop\Software\sude\türkçe\sude.odayı.opus
sude.parlaklığı	.opus	2.9	2024-12-20 14:02:33	C:\Users\ibrah\OneDrive\Desktop\Software\sude\türkçe\sude.parlaklığı.opus
sude.sıcaklığı	.opus	2.42	2024-12-20 14:03:13	C:\Users\ibrah\OneDrive\Desktop\Software\sude\türkçe\sude.sıcaklığı.opus
sude.ısıtmayı	.opus	3.08	2024-12-20 14:03:06	C:\Users\ibrah\OneDrive\Desktop\Software\sude\türkçe\sude.ısıtmayı.opus
sude.ışığı	.opus	2.52	2024-12-20 14:01:46	C:\Users\ibrah\OneDrive\Desktop\Software\sude\türkçe\sude.ışığı.opus
username.Alo	.wav	430.04	2025-01-02 16:45:37	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.Alo.wav
username.aydınlatmayı	.wav	430.04	2025-01-02 17:09:07	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.aydınlatmayı.wav
username.bu sene	.wav	430.04	2025-01-05 21:47:54	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.bu sene.wav
username.deneme	.wav	430.04	2025-01-05 21:40:41	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.deneme.wav
username.fare	.wav	430.04	2025-01-02 17:46:29	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.fare.wav
username.iklimlendirme	.wav	430.04	2025-01-02 16:48:35	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.iklimlendirme.wav
username.Işık	.wav	430.04	2025-01-02 17:10:45	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.Işık.wav
username.kitap	.wav	430.04	2025-01-02 17:38:59	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.kitap.wav
username.kulaklık	.wav	430.04	2025-01-02 17:46:49	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.kulaklık.wav
username.masa	.wav	430.04	2025-01-02 17:33:33	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.masa.wav
username.Merhaba	.wav	430.04	2025-01-05 21:51:17	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.Merhaba.wav
username.Mert	.wav	430.04	2025-01-02 16:49:59	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.Mert.wav
username.Merve	.wav	430.04	2025-01-02 17:37:20	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.Merve.wav
username.Mouse	.wav	430.04	2025-01-02 17:45:26	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.Mouse.wav
username.Muslu	.wav	430.04	2025-01-02 16:59:31	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.Muslu.wav
username.musluğu	.wav	430.04	2025-01-02 16:58:44	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.musluğu.wav
username.nursema	.wav	430.04	2025-01-05 21:50:39	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.nursema.wav
username.Nursena	.wav	430.04	2025-01-05 21:46:06	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.Nursena.wav
username.sandalye	.wav	430.04	2025-01-02 17:44:12	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.sandalye.wav
username.ses	.wav	430.04	2025-01-02 16:49:41	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.ses.wav
username.Çeşme'yi	.wav	430.04	2025-01-02 16:58:20	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.Çeşme'yi.wav
username.ışıklandırmayı	.wav	430.04	2025-01-02 16:48:10	C:\Users\ibrah\OneDrive\Desktop\Software\username\username.ışıklandırmayı.wav
ümran.Air Conditioning	.opus	3.77	2024-12-22 15:54:29	C:\Users\ibrah\OneDrive\Desktop\Software\ümran\ingilizce\ümran.Air Conditioning.opus
ümran.brightness	.opus	3.77	2024-12-22 15:54:16	C:\Users\ibrah\OneDrive\Desktop\Software\ümran\ingilizce\ümran.brightness.opus
ümran.heating	.opus	2.78	2024-12-22 15:54:46	C:\Users\ibrah\OneDrive\Desktop\Software\ümran\ingilizce\ümran.heating.opus
ümran.light	.opus	2.73	2024-12-22 15:53:35	C:\Users\ibrah\OneDrive\Desktop\Software\ümran\ingilizce\ümran.light.opus
ümran.multimedia	.opus	3.46	2024-12-22 15:53:55	C:\Users\ibrah\OneDrive\Desktop\Software\ümran\ingilizce\ümran.multimedia.opus
ümran.temperature	.opus	3.31	2024-12-22 15:54:55	C:\Users\ibrah\OneDrive\Desktop\Software\ümran\ingilizce\ümran.temperature.opus
ümran.the alarm	.opus	2.85	2024-12-22 15:53:47	C:\Users\ibrah\OneDrive\Desktop\Software\ümran\ingilizce\ümran.the alarm.opus
ümran.the fan	.opus	2.95	2024-12-22 15:55:03	C:\Users\ibrah\OneDrive\Desktop\Software\ümran\ingilizce\ümran.the fan.opus
ümran.the lighthing	.opus	2.91	2024-12-22 15:54:08	C:\Users\ibrah\OneDrive\Desktop\Software\ümran\ingilizce\ümran.the lighthing.opus
ümran.the room	.opus	2.69	2024-12-22 15:54:37	C:\Users\ibrah\OneDrive\Desktop\Software\ümran\ingilizce\ümran.the room.opus
ümran.alarmı	.opus	2.7	2024-12-22 15:52:06	C:\Users\ibrah\OneDrive\Desktop\Software\ümran\türkçe\ümran.alarmı.opus
ümran.aydınlatmayı	.opus	3.64	2024-12-22 15:52:24	C:\Users\ibrah\OneDrive\Desktop\Software\ümran\türkçe\ümran.aydınlatmayı.opus
ümran.fanı	.opus	2.28	2024-12-22 15:53:20	C:\Users\ibrah\OneDrive\Desktop\Software\ümran\türkçe\ümran.fanı.opus
ümran.iklimlendirmeyi	.opus	4.21	2024-12-22 15:52:43	C:\Users\ibrah\OneDrive\Desktop\Software\ümran\türkçe\ümran.iklimlendirmeyi.opus
ümran.multimedyayı	.opus	3.57	2024-12-22 15:52:15	C:\Users\ibrah\OneDrive\Desktop\Software\ümran\türkçe\ümran.multimedyayı.opus
ümran.odayı	.opus	2.59	2024-12-22 15:52:52	C:\Users\ibrah\OneDrive\Desktop\Software\ümran\türkçe\ümran.odayı.opus
ümran.parlaklığı	.opus	2.86	2024-12-22 15:52:33	C:\Users\ibrah\OneDrive\Desktop\Software\ümran\türkçe\ümran.parlaklığı.opus
ümran.sıcaklığı	.opus	3.27	2024-12-22 15:53:12	C:\Users\ibrah\OneDrive\Desktop\Software\ümran\türkçe\ümran.sıcaklığı.opus
